title,date,star,text
Oui mais Non,2019-05-18T13:39:02Z,2,"Après un avis favorable à ma demande pour environ six mille euros de prêt, un refus pour de fausses raisons ( mes documents étaient à jour,,)au final en revoyant leur taux à 15% je me dis c'est pas plus mal...Ciao cofidis!"
les pires il n'y as pas d'autre mots,2019-05-07T10:04:24Z,1,
Sais une blague !,2019-05-03T14:45:41Z,1,Sais une blague !! Où pasJ'ai pas voulu tenir compte des avis des gensbeh j'aurais su je me serai tirée une Balle vraiment pitoyables service client j'en parle même pas client considèrer comme une m.rd.. Franchement déçu comme jamais.. Petit mess pour cofidis arrêté les crédits et ouvré une épicerie sa sera plus simple pour vous et encore !!
je déconseille des incompétents,2019-05-03T13:50:04Z,1,je déconseille des incompétents du jamais vue service client lol rien a foutr.. du client mdr 😂 😂 aller à votre banque Note de: moins 5 étoiles 👎🏻A partager un Max
Souscription d'un crédit renouvelable…,2019-04-08T11:47:44Z,1,"Souscription d'un crédit renouvelable et sans préavis blocage de l'avoir disponible ce qui en fait est une escroquerie puisque cela devient au taux exorbitant de plus de 21% de TAEG un simple crédit personnel. Ils refusent de créditer l'avoir disponible au montant restant a rembourser, ce qui est une obstruction au bon déroulement du remboursement de ce petit crédit de 1800 euros. Rien dans le contrat ne fait objection a ce principe. Leur service client est une véritable foutaise, jamais de réponse aux courriers ni aux Email et ils se permettent presque de vous faire la morale.Organisme qui ne devrait même plus exister. J'ai bloqué les prélèvements automatiques et placé les mensualités sur un compte de dépôt en attendant une solution a ce contentieux."
Attention surtout ne vous faites pas…,2019-02-28T10:00:27Z,1,"Attention surtout ne vous faites pas pirater votre carte, car pour leurs envoyer le nouveau numéro c'est la croix et la bannière.Impossible d'avoir une personne compétente au bout du fil.On ne fait que me balader.C'est désespérant."
Harceleurs!!!,2019-02-26T20:41:41Z,1,Harceleurs!!!Fuyez!!!Il faut les assigner en justice!!!
refusent systématiquement les paiements…,2019-02-25T16:53:23Z,1,refusent systématiquement les paiements en plusieurs fois et bloquent juste l'argent du premier prélèvement.
Quand on prend un petit crédit,2019-02-16T12:49:46Z,1,"Quand on prend un petit crédit, ils envoient tous les 15 jours une proposition d augmentation de crédit ou 2 eme crédit avec une amabilité suspicieuse et veulent vous endetter jusqu'à les 33% du revenu. Froid et calculateurs, à éviter !!!!!!!!"
Intolérable,2019-02-07T17:37:02Z,1,"Ayant souscrit un crédit d'un petit montant, je reçois toujours des emails, sms mensonger de la part de Cofidis, me disant que j'ai juste à répondre pour recevoir de l'argent qui soit disant m'appartiendrai.Deuxième chose, les appels frauduleux, de personnes me disant qu'il faut souscrire à une nouvelle assurance car je ne suis soit disant pas en règle.Parlons en du contrat qui est du vent. Il est écrit noir sur blanc la date de prélèvement est le 5 du mois. Pourquoi mon argent est retiré le 4 ?Pour en revenir à ces appels frauduleux, la personne en face avait presque toutes les infos de mon crédit, et me réclamait mes numéros de CB.Bravo Cofidis pour les fuites de données, si cela se reproduit, c'est la CNIL qui s'occupera de vous.Service dedestable, impossible de comprendre les gens au téléphone."
service client incompétent...,2019-02-05T11:53:06Z,1,service client incompétent...comment ont ils été élu les meilleurs....
Crédits systématiquement refuses et …,2019-01-29T11:41:28Z,1,"Crédits systématiquement refuses etrefus de consulter donnes me concernent,, ls'en foutent tout simplement des lois !"
A FUIR,2019-01-28T13:41:27Z,1,"Crédit en 4 fois avec Amazon (4 mensualités de 30 EUR et refus le lendemain de l'achat, sans aucune explication). MAIS, la première mensualité a été tout de même prélevée. Amazon m'envoie vers Cofidis. Cofidis ne veut rien entendre. La conseillère n'explique rien et dit que c'est soit Amazon, soit ma banque qui doit me rembourser.NE FAITES PAS DE CREDIT AMAZON ET COFIDIS.Service client cofidis vraiment épouvantable."
Je me demande comment COFIDIS a pu être…,2019-01-24T11:33:38Z,1,"Je me demande comment COFIDIS a pu être élu meilleur service client pour 2019.les conseillers ne savent pas eux même le pourquoi d'un refus de crédit,soit disant l'entreprise à un un octroi de confidentialité de donner ou non un crédit a une personne.nous aussi on peut s'octroyer le droit de ne pas remplir leur formulaire sur notre vie.Franchement je suis déçue.il ne mérite même pas une étoile."
À FUIR !!!!!!!,2019-01-15T21:44:13Z,1,"À FUIR !!!!!!!Crédit en 10 fois avec Amazon. Paiement décliné soit disant pour un 4x CB reçu par Amazon. Ils se permettent de me prélever la moitié de la somme directement. Cofidis ne veut rien entendre sur ça, je me retrouve à payer deux fois le matériel !!!!! NE FAITES PAS DE CREDIT AMAZON ET COFIDIS soit vous allez avoir une empreinte bancaire soit il y aura un ""beug"" qui vous retombera dessus !!!"
C’est une société de voleurs qui utilise…,2019-01-03T22:21:03Z,1,"C’est une société de voleurs qui utilise des règlements plus que limites et à la limite du légal pour extorquer de l’argent en frais à ses clients. En ce qui me concerne, ils m’ont volé une petite somme d’argent, mais grâce à leur système cela doit leur rapporter des millions d’euros en France. En effet, sous prétexte de changement de la carte bancaire, suite à perte de cette dernière, ils n’ont pas effectué le dernier prélèvement de mon paiement en 4X «sans frais», alors qu’il y avait l’argent sur mon compte, puis ils m’ont pris 7€ de frais sous la menace de complices de leurs extorsion, des pseudos huissiers de justice véreux. “Des braves gens quoi !!!” Une belle bande de pourris !!! Ce ne sont pas les 7€ qui me contrarient, c’est ce principe et ces agissements que je dénonce !!! Je n’ai pas les moyens de les attaquer en justice pour si peu, mais j’espère qu’un jour quelqu’un le fera et que cela leurs coûtera très cher."
Arnaqueur,2018-12-11T15:27:38Z,1,Une vrais bande déscro et deux qui bose avec c est paréille il son complice de sais escroquerie
Même n'étant pas client chez eux,2018-11-21T05:05:31Z,1,"Même n'étant pas client chez eux, ils trouvent le moyen de m'extorqué des fonds via des achats en plusieurs fois. Une escroquerie sans état d'âme. Refus de paiement mais débite quand même, incitant en plus a renouvelé l'opération dans un message viscérale laissant sous-entendre un ""beug"", pour ensuite pouvoir re-prelever de l'argent tout en refusant le paiement. Cette banque se défend en parlant ""d'empreinte bancaire"", on s'en fou car l'argent nous est inutilisable dans tout les cas, et j'ose même les qualifiés de menteurs ( vraiment ? Ça ment une banque ?? ). Cela dure depuis trop longtemps et n'ont toujours pas été condamnés pour ces abus extrêmement grave. Une banque, en un jour peut faire fructifier beaucoup d'argent en travaillant avec celle-ci. COFIDIS promet un remboursement ( pour les chanceux.. ) sous 5 jours.. en vous laissant imaginer combien d'argent elle s'est faite grâce a la votre. Inadmissible, illégale et pourtant protégée. Une honte quand aux dégâts que cela peut produire chez une famille modeste qui par ""mégarde"" peut se voir renouveler l'opération en croyant ne pas être débité a chaque tentative, et se retrouver sans rien pendant plusieurs jours voir plusieurs semaines avec des dépenses vitale impossible a assumer. Surtout que beaucoup sont aussi victime de harcèlement de la part de COFIDIS quand celle-ci cours après un impayé de 2 jours.. 2 poids 2 mesures OUI bien sûr car on a faire a une banque sans état d'âme, mais le 2 poids 2 mesures au tribunal est intolérable. RENDEZ NOUS NOTRE ARGENT !!!"
NUL NUL NUL,2018-11-10T15:35:54Z,1,NUL NUL NUL Arnaque
Très mauvais conseillère et publicité mensongère,2018-10-23T20:17:01Z,1,"Bonjour,J’ai fait récemment une demande de prêt pour mes parents (qui ne parle pas bien français mais qui le comprenne très bien) en ligne qui a été favorable au premier éléments de saisi, par la suite j’envoie le contrat et les documents demander pour une étude appronfis et il me refont un autre contrat avec un montant différent et une durée plus longue pour que ça soit accepté.... la conseiller Mme Sylvie Leman je la cite me demande de l’appeler, je lui explique que c’est pour mes parents et qu’il sont à côté de moi et que je suis là pour traduire.... une fois la conversation fini elle décide de refuser le crédit mais ne me le dit pas, je me rend compte quand je fais le suivi de demande (je trouve ça discriminatoire) !!!! Je l’appel pour savoir pourquoi et là elle me dit mais je vous envoie le contrat alors que je sais qu’elle ment car juste avant j’avais appeler et un de ses collègues m’avait déjà confirmer que c’etait Refuser.... le pire c’est que je lui demande si mes parents peuvent compter sur le prêt et elle me dit oui tous arrive par courrier !!!! Tous ça pour faire espérer les gens pour rien !!!!!! Qu’il dise depuis le début non et c’est tout"
Majorations sans raisons valables,2018-10-18T14:09:39Z,1,Majorations sans raisons valables ! Attention au 4 fois sans frais qui revient avec plus de 100€ de frais avec leurs majorations. Je ne recommande pas du tout leurs services.
D'où viennent les fonds de la société ?,2018-08-04T23:00:34Z,3,"Je précise que la société française n'a rien avoir avec la belge. Si cette dernière est une grosse arnaque avec des taux d'intérêts exorbitants etdemande les fiches de salaire d'un garant, ces procédés abusifs et illégaux n'existent pas en France.En comparaison Cofidis France, prête à un particulier suivant son salaireet à condition qu'il ne soit pas interdit bancaire.Elle ne demande nullement un garant et le taux d'intérêt me semble normal.Elle offre aussi un apport perso en trésorier de 6000 euros, c'est utile en cas de pépin.Maintenant, suivant votre interlocuteur /trice, vous avez des gens compétents qui vous expliquentclairement les choses et d'autres à la limite de la bêtise avec une agressivité non dissimulée.Je me suis sans doute faite repérer avec mes questions non piquées des vers et donc... C'est une société qui vous prête jusqu'à 35000 euros moyennant conditions et en vous posant des tas de questions mais il ne faut pas lui en poser de trop non plus... Il y a une certaine nébulosité sur l'origine des fonds alloués et un flou fiscal dans le sens où n'étant pas une banque, il serait bien que CofidisTant France que Belgique fasse la lumière sur les fonds octroyés... Casinos ?Banquiers arabes? Journalistes, en Marche ! Non... Je ne fais pas de la Pub pour le politique, mais il serait bien que des gens s'interrogent sur les origines des fonds financiers octroyés par les compagnies de crédit sans banques...Puisqu'on nous demande l'origine de nos salaires et nos pieces d'identité, que Cofidis donne l'origine de ses fonds...Aura t'on une réponse...?"
pitoyable,2018-07-10T13:31:43Z,1,"avec mon changement de CB , les remboursement etait bloquer , au lieu de me contacter et m'envoyer un courrier , il mont envoyer directement en contentieux : c'est la dernierre fois avec tout ces société frauduleuse; j'ai pas d'argent , je n'achète pas . vive les economies a l'année , personne pour vous faire chi***"
dés que vous tentez d'effectuez des…,2018-06-06T18:27:22Z,1,"COFIDIS FRAUDEUR!!!!dés que vous tentez d'effectuez des achats en 4 fois sur des sites comme amazon ou rue du commerce, via COFIDIS et que ces acats vous sont refusés et confirmés tel quel par COFIDIS, cet dernier vous prélève malgré tout la première échéance sur votre compte bancaire. alors vous vous interrogez et les interrogeaient, mais ils vous disent ne vous inquiétez pas ce n'est qu'une empreinte et vous serez remboursé§§§mais de quel droit COFIDIS vous prélève sur votre compte alors que le crédit a été refusé. En réalité après recherches, il s'agit d'une vraie infraction du code financier et pénal et financier article 544. COFIDIS n'a aucun droit de vous prélever et de surcroit sans aucune autorisation.Une empreinte bancaire par carte ne concernent que les hôtels, locataires de véhicules etc....mais certainement pas dans ce genre d'opération.Il s'agit bien d'un débit en compte, et cela est une fraude. Il faut donc déposer plainte contre COFIDIS.de surcroit COFIDIS vous dit que vous serez rembourser sous quinzaine!!!la belle aubaine!!! multiplier le nombre de victime par X montant et vous comprendrez l'intérêt de COFIDIS à ses manoeuvres. PUR VOL!!!"
