title,date,star,text
Nul de chez nul,2018-11-11T16:20:29Z,1,Nul de chez nulRecommandation.... Ne pas ouvrir de compteService client O pointéFUYEZ FUYEZ
Pour l'ouverture de compte je n'ai pas…,2018-10-24T18:31:09Z,2,"Pour l'ouverture de compte je n'ai pas rencontré de problème. En banque secondaire là on peut mettre 5 étoiles pour des achats, retraits peu importants. Les virements émis par des tiers vers OB sont reçus rapidement perçus. En revanche les opérations non abouties sont déduites du solde réel et mis en attente pendant 14 jours ouvrés (ne pas compter les weekend).Et là cela peut être un réel problème pour le quotidien.Je ne sais pas comment cela se passe au niveau des chèques mais apparemment il y a aussi des soucis.Il faut bien faire attention à qui l'on confie notre argent."
Très perfectible par rapport à la concurrence,2018-10-06T09:36:22Z,3,"Pas mal, quoique trèsretrait par rapport aux leaders du genre : Boursorama, Hellobank, Fortuneo., Bforbank.1 -Pas de carte ""Premium"" offerte, seulement la carte de base, 2- Pas moyen de passer du débit immédiat au débit différé,3- Obligation de 3 achats minimum par mois, sinon c'est 6,5 € de punition par mois,4- Accès sans problème avec ANDROID mais sous Windows, ce n'est possible que depuis peu et c'est extrêmement chaotique, voire souvent problématique,5- Le paiement mobile par contact du smartphone m'est refusé car mon fournisseur d'accès n'est pas ORANGE,6-Seul point positif : on peut choisir son code d'accès,7- la promotion de l'été était très rentable : aucun frais de change avecles retraits DAB et lors des paiements par carte hors zone euros (ailleurs ça peut faire très mal)"
Ce n'est pas une banque,2018-09-29T10:17:47Z,1,"Ce n'est pas une banque, c'est un porte monnaie électronique. Bon au quotidien ça suffit largement pour retirer quelques liquidités au DAB ou payer ses courses. Par contre pour gérer ses comptes le système est hyper lourd avec l'appli web qui nécessite de passer par l'appli sur smartphone. Leur idée d'IA est risible, ce service ne sert à rien, et on perd un temps fou pour enfin parler à un interlocuteur humain (une simple question prend 10 minutes...). Dernier point, la limitation de la CB Visa : mes rentrées d'argent mensuelle sont de 3.5 fois le plafond de ma carte. Et bien il faut que je demande la permission pour avoir le droit de dépenser MON argent. J'ai choisi cette banque car les arguments étaient alléchants. Je pense que je vais clore rapidement mon compte."
CATASTROPHIQUE joue avec votre argent…,2018-09-04T23:25:36Z,1,"CATASTROPHIQUE joue avec votre argent sans vous le créditerFuyez cette banque qui d'ailleurs n'en est pas une !!!!! Que des problèmes et pas de sav. Pas étonnant qu'ils perdent de l'argent et oui en se renseignant un peu ça va pas fort chez Orange Bank Près d'un mois pour être crédité d'un chèque de banque (émis par une autre banque), la raison est simple la demande d'avis de sort a été faite 17 jours après la réception du chèque. Une honte surtout quil est vrai que nous n'attendons pas après notre argent. Seule réponse ils sont désolés. De plus manager au téléphone prenant de haut les clients. J'ai du emprunter de l'argent à des amis le temps que mon compte puisse être crédité car même s'ils ont en main mon chèque de banque tant que l'avis ne revient pas ils ne veulent pas le créditer ou éventuellement autorisé un découvert (raison client trop récent... Bah forcément j'ai ouvert mon compte presque en même temps que la création de orange bank, sans commentaire cette réponse totalement idiote)De plus virement fait le vendredi matin et le mercredi suivant toujours rien sur le compte soit 4 jours ouvrés après... réponse problème de flux informatique. Sauf que celà me le fait depuis 3 mois de suite donc deux possibilités soit ils sont incompétent soit ils jouent avec notre argent mais ça ils se gardent bien de le dire. Application désastreuse le système de reconnaissance par emprunte ne fonctionne plus depuis 5 mois maos toujours pas de solution Demande de transfert de compte depuis février et toujours rien (Je ne m'en plains pas heureusement car je serai encore plus dans la panade)En gros des gens qui répondent sur le Chat, au téléphone mais ne peuvent rien faire a part dire désolé car ils n'ont la main sur rien"
Aucun souci,2018-08-24T18:11:44Z,5,Aucun souci! Certes quelques petit bugs de jeunesse mais franchement ça marche très bien. Le service client toujours aimable. Et jamais aucun frais.
Un service inefficace et qui laisse tout trainer en longueur!,2018-08-23T08:51:35Z,1,"Cela fait déjà un mois que j'essaie d'ouvrir un compte chez eux et je n'ai toujours pas réussi. Je reçois uniquement un mail me disant que mes justificatifs sont refusés mais aucunes explications! Et ne parlons pas du service client, il n'est pas près d'être élu meilleur de l'année. C'est seulement des conseillés qui ne peuvent rien faire à part vous dire de patienter. Au final, je pense que je vais plutôt ouvrir un compte dans un autre banque!"
Nul et dangereux,2018-07-04T14:29:53Z,1,"Carte qui ne fonctionne pas même avec 3DSecure et compte créditeur, prélèvements dans la nature, virement qui n'arrive pas, délais de 60 jours pour l'encaissement d'un chèque, hotline incompétente qui vous prends pour des débiles... bref je les quitte !"
A fuir,2018-06-28T15:03:24Z,1,"A fuir ! Tout un tas de fonctionnalités ne marchent pas, c'est un véritable enfer. Je ne comprends même pas comment une appli aussi nulle a pu être proposée. Orange bank non merci."
OK pour acheter sa baguette mais a fuir pour le reste,2018-06-21T06:51:49Z,1,"Une ""banque"" qui fonctionne bien pour de petites opérations quotidiennes avec l'avantage d'une CB gratuite (si trois achats par mois) et 0 € de frais de tenue de compte, MAIS : A FUIR si vous devez faire des opérations plus importantes. Remise de chèque crédité au bout de huit jours puis qui, trois jours plus tard, est débité de votre solde pour rester bloqué pendant plus de 12 jours sans justification autre que ""vérification"" (dans mon cas c'était un chèque que je m'étais fais d'un compte Société Générale vers mon compte Orange Bank, donc pas grand chose à vérifier)... Imaginez le temps perdu à les joindre (finalement au téléphone) pour finalement s'entendre que ""c'est comme ça, c'est le cadre légal"".... Bref, ce n'est pas ça que l'on attend d'une banque à qui l'on fait suffisamment confiance pour lui confier son argent."
À fuir !,2018-06-16T09:08:02Z,1,Nul !À fuiraucun service clientappliplus que passableinjoignable au téléphone cb ne fonctionne pas à la réception et comme ils sont joignables !!!Nous sommes deux ma fille et moi à rencontrer des problèmes.Passez votre chemin en courant .
Je fait partie des 1000 premiers…,2018-06-10T16:12:01Z,5,"Je fait partie des 1000 premiers clients et depuis 8 mois je n'ai eu que très peu de problèmes.Les rares fois où j'ai eu un problème, c'était un problème de connexion via l'app mais souvent c'est résolu dans l'heure qui suit. (ça a dû arriver environ 5 fois)Le seul point noir c'est la lenteur de l'app, à chaque action il y a un chargement de 2/3 secondes et à la fin ça devient vraiment pesant."
J'ai souscrit une compte Orange Bank…,2018-04-25T10:14:13Z,2,"J'ai souscrit une compte Orange Bank dès le début. Pas de soucis pour s'inscrire, pourenvoyer de l'argent par sms, pour payer sans contact le boulanger ou la crémière. En revanche, parfois, même pour 2 euros, le paiement contact est refusé. Mais SURTOUT, impossible de payer avec mon mobile Samsung. J'ai fait appel à Django (un bel abruti celui là) puis j'ai eu 3 conseillers qui m'ont dit qu'ils faisaient ""remonter le problème"". Ça fait 6 mois que ça dure !Pour l'instant, c'est moi qui suis remonté contre un banque dont l'un des principaux avantages était le paiement par mobile. Dans 2 mois, si ce n'est pas solutionné, je m'en vais."
cela fait 2 mois que j ai creer un…,2018-04-15T18:24:29Z,1,"cela fait 2 mois que j ai creer un compte chez orange et impossible d activer le compte ,c est quand meme fort,un service technique ou support technique zero,bon a rien ,incompétenttoujours les memes discours il faut attendre mais combien de temps ???"
impossible d'activer le paiement mobile…,2018-04-09T08:04:03Z,1,impossible d'activer le paiement mobile depuis 4 mois. Incompétence technique des soit disnt experts !!!
Impossible d'ouvrir un compte,2018-03-19T18:27:43Z,1,"Impossible d'ouvrir un compte. Bugs en plein milieu de l'inscription. J'ai tout essayé pou trouver une solution.Forum, mail au conseiller. ... du coup j'ai laissé tomber. Finalement les banques avaient peur que Orange leur volent des clients surtout chez les jeunes et bien ils peuvent finalement être tranquille c'est pas prêt d'arriver vu ce que je lis partout sur internet.En plus aucune solution apportée à leurs clients, c'est vraiment un manque de sérieux et de professionnalisme."
Attention Orange bank fait du phishing,2018-02-09T10:34:09Z,1,"Attention Orange bank fait du fishing, ils récupèrent vos donnés pour ne jamais ouvrir de compte. Affaire transmise à la Répression de fraudes. Ça s'est passé dans un magasin orange téléphonie en vous faisant miroiter un abonnement !"
Bon service mais service client lent,2018-02-04T22:45:45Z,4,"Après plusieurs refus d'ouverture d'un compte chez Orange Bank, j'ai enfin pu tester la banque en ligne.L'application et le site internet sont bien pensé et simple d'utilisation.La carte bancaire reçu assez rapidement, j'en suis plutôt satisfait.Le point négatif d'Orange Bank est pour moi le service client : le délai d'une réponse à une demande est long (48h minimum).Et lors d'une demande par téléphone, les conseillers nous demandent d'ouvrir une demande en ligne...Sachant que j'ai pu m'inscrire après plus d'un an d'attente, peut-être que le service client s'améliorera dans 1 an aussi..."
Bugs très graves,2018-01-26T09:03:35Z,1,"Bugs très graves de l’appli. Souvent on ne peut pas se connecter.Le plus gènant pour moi, les virements de compte courant à compte livret ne fonctionnent pas. Le service client parle de modalités à débloquer puis attendre 48h. Malgré ça, rien ne fonctionne côté virementsUn produit clairement pas opérationnel.Comment risquer en faire sa banque principale?Pas encore au point."
Belle surprise,2017-11-27T19:34:12Z,1,"Belle surprise : le compte s'ouvre facilement et rapidement. En 1 semaine, le compte était ouvert et la carte bleue reçue. Mais c'est là que les choses se compliquent. Déjà, la carte est à autorisation systématique, ce qui n'est pas précisé lors de l'ouverture. Ça semble anodin, mais lorsque vous prenez de l'essence, 120 euros sont systématiquement bloqués pendant 1 semaine, et si vous souhaitez 50 euros d'essence et que vous n'avez que 100 euros sur ce 2 ou 3eme compte, surprise : la carte ne passe pas ; je n'évoque même pas la location de voiture car là, c'est pire... Et c'est la même chose chez tous les commerçants qui pratiquent la pré-autorisation.Ensuite, depuis plus de 3 semaines, le paiement mobile ne fonctionne pas en raison d'un SMS qui n'arrive pas... Aussi étrange que cela puisse paraître, le service clients (très difficile à avoir... Stéphanie Richard explique qu'il va réduire le nombre de télé conseillers car les gens n'appellent plus... Standard sans cesse surcharge... !!!) dit que je ne suis pas le seul dans ce cas, qu'il faut attendre car le service maintenance informatique s'occupe du bug. En plus de 3 semaines, rien ne change... Le paiement mobile ne fonctionne pas, un comble pour une banque qui en a fait son point fort ! Je suis chez Orange, et mon mobile est bien NFC. Mais bon...Vraiment une banque qui n'est pas du tout à la hauteur de ses promesses.Je la déconseille au plus haut point !"
